term,diff
result,0.0014333945407783212
criminal,0.0014501996556766953
time,0.0015317690897191458
obama,0.0015407202939248035
tax,0.0016259847183785442
impeachment,0.0016583659355479613
left,0.001701520027061287
china,0.0017270963935172804
invasion,0.001764906112256922
chaos,0.001776434744104862
ballot,0.0018949473921866088
bad,0.0019127159228858482
voting,0.0019203294878112128
congress,0.001977124250720559
party,0.0019772675484438862
future,0.0019997415992542514
sanctuary city,0.0021041376849803336
law,0.0021338146311443594
american,0.0021387074941958753
blue,0.0021404865926211623
new york,0.0021984634700918868
york,0.0023191273619163795
gun,0.0024004377636510105
sanctuary,0.002459065096836263
administration,0.0025786317694687674
joe,0.002639614391774983
democratic,0.0028534455473019534
senate,0.0031886956006311313
dems,0.0032205445220699178
city,0.00330583312918749
new,0.003324889226550347
dem,0.003469953430359782
money,0.0035951477191993233
open border,0.0038869768899814808
americans,0.004021917980882138
republican,0.004193077295926688
office,0.004684232509511466
open,0.0047911615552228976
president,0.004888572151469442
voter,0.005122502246839557
republicans,0.005396945468619299
border,0.005432993461099676
election,0.005757295398693883
vote,0.006137657511398162
trump,0.006656117399665715
illegal,0.0074345419465130375
democrats,0.011595817921907947
democrat,0.012163823830473597
biden,0.012505079580841481
